country,iso3c,region,region_orig,ubigeo,iso_3166_2_code,date,confirmed,deaths,recovered,total_tests,negative_tests,pcr_test_positive,serological_test_positive,ag_test_positive,pcr_serological_test_positive,zone,pop2020,surface,capital,altitude,lat,lon
Peru,PER,AREQUIPA,AREQUIPA,040000,PE-ARE,2021-01-29,53236,1765,NA,366589,313353,10020,42584,632,NA,ZONA SUR,1497438,63344,Arequipa,2429,-16.3933,-71.5289
Peru,PER,AYACUCHO,AYACUCHO,050000,PE-AYA,2021-01-29,16801,410,NA,88571,71770,3350,13036,415,NA,ZONA SUR,668213,43803,Ayacucho,2797,-13.1603,-74.2253
Peru,PER,CAJAMARCA,CAJAMARCA,060000,PE-CAJ,2021-01-29,28380,675,NA,160043,131663,5440,22761,179,NA,ZONA NORTE,1453711,33304,Cajamarca,2731,-7.1547,-78.5108
Peru,PER,CALLAO,CALLAO,070000,PE-CAL,2021-01-29,48073,2128,NA,205394,157321,13925,33365,783,NA,ZONA CENTRO,1129854,146,Callao,27,-12.0631,-77.1469
Peru,PER,CUSCO,CUSCO,080000,PE-CUS,2021-01-29,28056,610,NA,178128,150072,7781,19873,402,NA,ZONA SUR,1357075,71987,Cusco,3439,-13.5192,-71.9767
Peru,PER,HUANCAVELICA,HUANCAVELICA,090000,PE-HUV,2021-01-29,8378,175,NA,64755,56377,1243,7002,133,NA,ZONA SUR,365317,22125,Huancavelica,3746,-12.7869,-74.9714
Peru,PER,HUANUCO,HUANUCO,100000,PE-HUC,2021-01-29,23186,623,NA,117489,94303,3107,19265,814,NA,ZONA CENTRO,760267,37263,Huánuco,1921,-9.93,-76.2397
Peru,PER,ICA,ICA,110000,PE-ICA,2021-01-29,35398,1935,NA,162632,127234,5118,28994,1286,NA,ZONA SUR,975182,21306,Ica,432,-14.0636,-75.7292
Peru,PER,JUNIN,JUNIN,120000,NA,2021-01-29,34539,1137,NA,199965,165426,5318,28580,641,NA,ZONA CENTRO,1361467,44329,Huancayo,3294,-12.0708,-75.2089
Peru,PER,LA LIBERTAD,LA LIBERTAD,130000,PE-LAL,2021-01-29,39898,2626,NA,200063,160165,6287,33335,276,NA,ZONA NORTE,2016771,25495,Trujillo,74,-8.1,-79.0306
Peru,PER,LAMBAYEQUE,LAMBAYEQUE,140000,PE-LAM,2021-01-29,35444,2034,NA,165171,129727,5873,29343,228,NA,ZONA NORTE,1310785,14462,Chiclayo,28,-6.7669,-79.8506
Peru,PER,LIMA,LIMA METROPOLITANA,150000,PE-LIM,2021-01-29,468532,16202,NA,2824000,2355468,184847,274517,9168,NA,ZONA CENTRO,10628470,34824,Lima,162,-12.0453,-77.0308
Peru,PER,LIMA,LIMA REGION,150000,PE-LIM,2021-01-29,35333,1655,NA,183283,147950,8022,26715,596,NA,ZONA CENTRO,10628470,34824,Lima,162,-12.0453,-77.0308
Peru,PER,LORETO,LORETO,160000,PE-LOR,2021-01-29,27193,1047,NA,79010,51817,3572,23438,183,NA,ZONA NORTE,1027559,368799,Iquitos,107,-3.7481,-73.2442
Peru,PER,MADRE DE DIOS,MADRE DE DIOS,170000,PE-MDD,2021-01-29,9764,167,NA,47480,37716,940,8817,7,NA,ZONA SUR,173811,85301,Puerto Maldonado,204,-12.5936,-69.1767
Peru,PER,MOQUEGUA,MOQUEGUA,180000,PE-MOQ,2021-01-29,17817,402,NA,126807,108990,1150,16373,294,NA,ZONA SUR,192740,15734,Moquegua,1428,-17.1942,-70.9333
Peru,PER,PASCO,PASCO,190000,PE-PAS,2021-01-29,7706,185,NA,59196,51490,548,6956,202,NA,ZONA CENTRO,271904,25026,Cerro de Pasco,4373,-10.6825,-76.2569
Peru,PER,PIURA,PIURA,200000,PE-PIU,2021-01-29,46047,2302,NA,187999,141952,3078,41982,987,NA,ZONA NORTE,2047954,35656,Piura,57,-5.1525,-80.6578
Peru,PER,PUNO,PUNO,210000,PE-PUN,2021-01-29,20752,462,NA,115556,94804,1963,18655,134,NA,ZONA SUR,1237997,66994,Puno,3848,-15.8403,-70.0281
Peru,PER,SAN MARTIN,SAN MARTIN,220000,PE-SAM,2021-01-29,27469,827,NA,113342,85873,4254,23150,65,NA,ZONA NORTE,899648,51306,Moyobamba,895,-6.0347,-76.9742
Peru,PER,TACNA,TACNA,230000,PE-TAC,2021-01-29,16704,367,NA,104559,87855,2533,13852,319,NA,ZONA SUR,370974,16076,Tacna,583,-18.0019,-70.2519
Peru,PER,TUMBES,TUMBES,240000,PE-TUM,2021-01-29,10309,379,NA,51796,41487,1511,8666,132,NA,ZONA NORTE,251521,4669,Tumbes,9,-3.5711,-80.4592
Peru,PER,UCAYALI,UCAYALI,250000,PE-UCA,2021-01-29,21412,422,NA,72735,51323,1291,19988,133,NA,ZONA CENTRO,589110,102199,Pucallpa,162,-8.3681,-74.5433
Peru,PER,NA,NA,NA,NA,2021-01-29,1125875,40686,1039619,6250392,5124517,294842,809974,21059,NA,NA,32625948,NA,NA,NA,NA,NA
Peru,PER,AMAZONAS,AMAZONAS,010000,NA,2021-01-30,19645,279,NA,88503,68858,2320,17133,192,NA,ZONA NORTE,426806,39249,Chachapoyas,2338,-6.2294,-77.8728
Peru,PER,ANCASH,ANCASH,020000,PE-ANC,2021-01-30,36634,1676,NA,191790,155156,8577,25241,2816,NA,ZONA CENTRO,1180638,35881,Huaraz,3073,-9.5297,-77.5292
Peru,PER,APURIMAC,APURIMAC,030000,NA,2021-01-30,9585,205,NA,96859,87274,2943,6425,217,NA,ZONA SUR,430736,20896,Abancay,2500,-13.6289,-72.8861
Peru,PER,AREQUIPA,AREQUIPA,040000,PE-ARE,2021-01-30,53481,1773,NA,369277,315796,10112,42682,687,NA,ZONA SUR,1497438,63344,Arequipa,2429,-16.3933,-71.5289
Peru,PER,AYACUCHO,AYACUCHO,050000,PE-AYA,2021-01-30,16869,412,NA,88792,71923,3373,13055,441,NA,ZONA SUR,668213,43803,Ayacucho,2797,-13.1603,-74.2253
Peru,PER,CAJAMARCA,CAJAMARCA,060000,PE-CAJ,2021-01-30,28557,677,NA,160789,132232,5516,22829,212,NA,ZONA NORTE,1453711,33304,Cajamarca,2731,-7.1547,-78.5108
Peru,PER,CALLAO,CALLAO,070000,PE-CAL,2021-01-30,48365,2141,NA,204830,156465,14088,33428,849,NA,ZONA CENTRO,1129854,146,Callao,27,-12.0631,-77.1469
Peru,PER,CUSCO,CUSCO,080000,PE-CUS,2021-01-30,28377,612,NA,180232,151855,7960,19939,478,NA,ZONA SUR,1357075,71987,Cusco,3439,-13.5192,-71.9767
Peru,PER,HUANCAVELICA,HUANCAVELICA,090000,PE-HUV,2021-01-30,8502,178,NA,64940,56438,1330,7021,151,NA,ZONA SUR,365317,22125,Huancavelica,3746,-12.7869,-74.9714
Peru,PER,HUANUCO,HUANUCO,100000,PE-HUC,2021-01-30,23291,625,NA,118209,94918,3107,19316,868,NA,ZONA CENTRO,760267,37263,Huánuco,1921,-9.93,-76.2397
Peru,PER,ICA,ICA,110000,PE-ICA,2021-01-30,35679,1944,NA,162860,127181,5233,29050,1396,NA,ZONA SUR,975182,21306,Ica,432,-14.0636,-75.7292
Peru,PER,JUNIN,JUNIN,120000,NA,2021-01-30,34917,1145,NA,200984,166067,5442,28792,683,NA,ZONA CENTRO,1361467,44329,Huancayo,3294,-12.0708,-75.2089
Peru,PER,LA LIBERTAD,LA LIBERTAD,130000,PE-LAL,2021-01-30,40002,2631,NA,200042,160040,6295,33386,321,NA,ZONA NORTE,2016771,25495,Trujillo,74,-8.1,-79.0306
Peru,PER,LAMBAYEQUE,LAMBAYEQUE,140000,PE-LAM,2021-01-30,35543,2036,NA,165951,130408,5952,29357,234,NA,ZONA NORTE,1310785,14462,Chiclayo,28,-6.7669,-79.8506
Peru,PER,LIMA,LIMA METROPOLITANA,150000,PE-LIM,2021-01-30,472117,16263,NA,2855671,2383554,187265,274917,9935,NA,ZONA CENTRO,10628470,34824,Lima,162,-12.0453,-77.0308
Peru,PER,LIMA,LIMA REGION,150000,PE-LIM,2021-01-30,35479,1664,NA,185339,149860,8037,26751,691,NA,ZONA CENTRO,10628470,34824,Lima,162,-12.0453,-77.0308
Peru,PER,LORETO,LORETO,160000,PE-LOR,2021-01-30,27316,1053,NA,79456,52140,3623,23460,233,NA,ZONA NORTE,1027559,368799,Iquitos,107,-3.7481,-73.2442
Peru,PER,MADRE DE DIOS,MADRE DE DIOS,170000,PE-MDD,2021-01-30,9765,167,NA,47819,38054,941,8817,7,NA,ZONA SUR,173811,85301,Puerto Maldonado,204,-12.5936,-69.1767
Peru,PER,MOQUEGUA,MOQUEGUA,180000,PE-MOQ,2021-01-30,17892,405,NA,128573,110681,1177,16418,297,NA,ZONA SUR,192740,15734,Moquegua,1428,-17.1942,-70.9333
Peru,PER,PASCO,PASCO,190000,PE-PAS,2021-01-30,7786,185,NA,59804,52018,553,7014,219,NA,ZONA CENTRO,271904,25026,Cerro de Pasco,4373,-10.6825,-76.2569
Peru,PER,PIURA,PIURA,200000,PE-PIU,2021-01-30,46163,2307,NA,189311,143148,3087,42028,1048,NA,ZONA NORTE,2047954,35656,Piura,57,-5.1525,-80.6578
Peru,PER,PUNO,PUNO,210000,PE-PUN,2021-01-30,20909,469,NA,115654,94745,2074,18689,146,NA,ZONA SUR,1237997,66994,Puno,3848,-15.8403,-70.0281
Peru,PER,SAN MARTIN,SAN MARTIN,220000,PE-SAM,2021-01-30,27558,830,NA,113781,86223,4287,23201,70,NA,ZONA NORTE,899648,51306,Moyobamba,895,-6.0347,-76.9742
Peru,PER,TACNA,TACNA,230000,PE-TAC,2021-01-30,16817,373,NA,105373,88556,2574,13895,348,NA,ZONA SUR,370974,16076,Tacna,583,-18.0019,-70.2519
Peru,PER,TUMBES,TUMBES,240000,PE-TUM,2021-01-30,10329,380,NA,52195,41866,1511,8672,146,NA,ZONA NORTE,251521,4669,Tumbes,9,-3.5711,-80.4592
Peru,PER,UCAYALI,UCAYALI,250000,PE-UCA,2021-01-30,21444,427,NA,73147,51703,1291,20017,136,NA,ZONA CENTRO,589110,102199,Pucallpa,162,-8.3681,-74.5433
Peru,PER,NA,NA,NA,NA,2021-01-30,1133022,40857,1045854,6300181,5167159,298668,811533,22821,NA,NA,32625948,NA,NA,NA,NA,NA
Peru,PER,AMAZONAS,AMAZONAS,010000,NA,2021-01-31,19701,281,NA,88739,69038,2347,17150,204,NA,ZONA NORTE,426806,39249,Chachapoyas,2338,-6.2294,-77.8728
Peru,PER,ANCASH,ANCASH,020000,PE-ANC,2021-01-31,36867,1689,NA,192991,156124,8676,25266,2925,NA,ZONA CENTRO,1180638,35881,Huaraz,3073,-9.5297,-77.5292
Peru,PER,APURIMAC,APURIMAC,030000,NA,2021-01-31,9632,208,NA,97249,87617,2959,6443,230,NA,ZONA SUR,430736,20896,Abancay,2500,-13.6289,-72.8861
Peru,PER,AREQUIPA,AREQUIPA,040000,PE-ARE,2021-01-31,53781,1779,NA,371958,318177,10233,42765,783,NA,ZONA SUR,1497438,63344,Arequipa,2429,-16.3933,-71.5289
Peru,PER,AYACUCHO,AYACUCHO,050000,PE-AYA,2021-01-31,16956,416,NA,89173,72217,3409,13085,462,NA,ZONA SUR,668213,43803,Ayacucho,2797,-13.1603,-74.2253
Peru,PER,CAJAMARCA,CAJAMARCA,060000,PE-CAJ,2021-01-31,28719,677,NA,162067,133348,5601,22875,243,NA,ZONA NORTE,1453711,33304,Cajamarca,2731,-7.1547,-78.5108
Peru,PER,CALLAO,CALLAO,070000,PE-CAL,2021-01-31,48498,2149,NA,206096,157598,14118,33455,925,NA,ZONA CENTRO,1129854,146,Callao,27,-12.0631,-77.1469
Peru,PER,CUSCO,CUSCO,080000,PE-CUS,2021-01-31,28681,613,NA,181859,153178,8094,20016,571,NA,ZONA SUR,1357075,71987,Cusco,3439,-13.5192,-71.9767
Peru,PER,HUANCAVELICA,HUANCAVELICA,090000,PE-HUV,2021-01-31,8522,179,NA,65110,56588,1330,7031,161,NA,ZONA SUR,365317,22125,Huancavelica,3746,-12.7869,-74.9714
Peru,PER,HUANUCO,HUANUCO,100000,PE-HUC,2021-01-31,23339,627,NA,118574,95235,3107,19345,887,NA,ZONA CENTRO,760267,37263,Huánuco,1921,-9.93,-76.2397
Peru,PER,ICA,ICA,110000,PE-ICA,2021-01-31,35834,1949,NA,163402,127568,5235,29116,1483,NA,ZONA SUR,975182,21306,Ica,432,-14.0636,-75.7292
Peru,PER,JUNIN,JUNIN,120000,NA,2021-01-31,35130,1161,NA,201963,166833,5443,28949,738,NA,ZONA CENTRO,1361467,44329,Huancayo,3294,-12.0708,-75.2089
Peru,PER,LA LIBERTAD,LA LIBERTAD,130000,PE-LAL,2021-01-31,40210,2637,NA,200957,160747,6397,33430,383,NA,ZONA NORTE,2016771,25495,Trujillo,74,-8.1,-79.0306
Peru,PER,LAMBAYEQUE,LAMBAYEQUE,140000,PE-LAM,2021-01-31,35639,2042,NA,166657,131018,6000,29400,239,NA,ZONA NORTE,1310785,14462,Chiclayo,28,-6.7669,-79.8506
Peru,PER,LIMA,LIMA METROPOLITANA,150000,PE-LIM,2021-01-31,474199,16327,NA,2869892,2395693,188352,275250,10597,NA,ZONA CENTRO,10628470,34824,Lima,162,-12.0453,-77.0308
Peru,PER,LIMA,LIMA REGION,150000,PE-LIM,2021-01-31,35665,1669,NA,186262,150597,8130,26803,732,NA,ZONA CENTRO,10628470,34824,Lima,162,-12.0453,-77.0308
Peru,PER,LORETO,LORETO,160000,PE-LOR,2021-01-31,27358,1057,NA,79631,52273,3624,23480,254,NA,ZONA NORTE,1027559,368799,Iquitos,107,-3.7481,-73.2442
Peru,PER,MADRE DE DIOS,MADRE DE DIOS,170000,PE-MDD,2021-01-31,9770,167,NA,47915,38145,943,8820,7,NA,ZONA SUR,173811,85301,Puerto Maldonado,204,-12.5936,-69.1767
Peru,PER,MOQUEGUA,MOQUEGUA,180000,PE-MOQ,2021-01-31,17957,410,NA,129911,111954,1203,16451,303,NA,ZONA SUR,192740,15734,Moquegua,1428,-17.1942,-70.9333
Peru,PER,PASCO,PASCO,190000,PE-PAS,2021-01-31,7869,185,NA,60085,52216,553,7061,255,NA,ZONA CENTRO,271904,25026,Cerro de Pasco,4373,-10.6825,-76.2569
Peru,PER,PIURA,PIURA,200000,PE-PIU,2021-01-31,46362,2310,NA,190225,143863,3190,42094,1078,NA,ZONA NORTE,2047954,35656,Piura,57,-5.1525,-80.6578
Peru,PER,PUNO,PUNO,210000,PE-PUN,2021-01-31,21053,473,NA,116106,95053,2159,18728,166,NA,ZONA SUR,1237997,66994,Puno,3848,-15.8403,-70.0281
Peru,PER,SAN MARTIN,SAN MARTIN,220000,PE-SAM,2021-01-31,27629,831,NA,114381,86752,4327,23223,79,NA,ZONA NORTE,899648,51306,Moyobamba,895,-6.0347,-76.9742
Peru,PER,TACNA,TACNA,230000,PE-TAC,2021-01-31,16959,381,NA,106024,89065,2613,13967,379,NA,ZONA SUR,370974,16076,Tacna,583,-18.0019,-70.2519
Peru,PER,TUMBES,TUMBES,240000,PE-TUM,2021-01-31,10409,381,NA,52929,42520,1569,8674,166,NA,ZONA NORTE,251521,4669,Tumbes,9,-3.5711,-80.4592
Peru,PER,UCAYALI,UCAYALI,250000,PE-UCA,2021-01-31,21500,428,NA,73518,52018,1307,20044,149,NA,ZONA CENTRO,589110,102199,Pucallpa,162,-8.3681,-74.5433
Peru,PER,NA,NA,NA,NA,2021-01-31,1138239,41026,1052050,6333674,5195435,300919,812921,24399,NA,NA,32625948,NA,NA,NA,NA,NA
Peru,PER,AMAZONAS,AMAZONAS,010000,NA,2021-02-01,19704,284,NA,88785,69081,2347,17150,207,NA,ZONA NORTE,426806,39249,Chachapoyas,2338,-6.2294,-77.8728
Peru,PER,ANCASH,ANCASH,020000,PE-ANC,2021-02-01,37148,1694,NA,194125,156977,8901,25274,2973,NA,ZONA CENTRO,1180638,35881,Huaraz,3073,-9.5297,-77.5292
Peru,PER,APURIMAC,APURIMAC,030000,NA,2021-02-01,9671,210,NA,97561,87890,2959,6467,245,NA,ZONA SUR,430736,20896,Abancay,2500,-13.6289,-72.8861
Peru,PER,AREQUIPA,AREQUIPA,040000,PE-ARE,2021-02-01,53873,1781,NA,372270,318397,10245,42807,821,NA,ZONA SUR,1497438,63344,Arequipa,2429,-16.3933,-71.5289
Peru,PER,AYACUCHO,AYACUCHO,050000,PE-AYA,2021-02-01,16995,420,NA,89316,72321,3409,13098,488,NA,ZONA SUR,668213,43803,Ayacucho,2797,-13.1603,-74.2253
Peru,PER,CAJAMARCA,CAJAMARCA,060000,PE-CAJ,2021-02-01,28788,680,NA,162809,134021,5623,22915,250,NA,ZONA NORTE,1453711,33304,Cajamarca,2731,-7.1547,-78.5108
Peru,PER,CALLAO,CALLAO,070000,PE-CAL,2021-02-01,48867,2159,NA,207408,158541,14447,33472,948,NA,ZONA CENTRO,1129854,146,Callao,27,-12.0631,-77.1469
Peru,PER,CUSCO,CUSCO,080000,PE-CUS,2021-02-01,28986,617,NA,182980,153994,8293,20064,629,NA,ZONA SUR,1357075,71987,Cusco,3439,-13.5192,-71.9767
Peru,PER,HUANCAVELICA,HUANCAVELICA,090000,PE-HUV,2021-02-01,8545,182,NA,65312,56767,1340,7035,170,NA,ZONA SUR,365317,22125,Huancavelica,3746,-12.7869,-74.9714
Peru,PER,HUANUCO,HUANUCO,100000,PE-HUC,2021-02-01,23383,634,NA,118915,95532,3107,19366,910,NA,ZONA CENTRO,760267,37263,Huánuco,1921,-9.93,-76.2397
Peru,PER,ICA,ICA,110000,PE-ICA,2021-02-01,35910,1953,NA,163679,127769,5255,29129,1526,NA,ZONA SUR,975182,21306,Ica,432,-14.0636,-75.7292
Peru,PER,JUNIN,JUNIN,120000,NA,2021-02-01,35250,1172,NA,202407,167157,5443,29024,783,NA,ZONA CENTRO,1361467,44329,Huancayo,3294,-12.0708,-75.2089
Peru,PER,LA LIBERTAD,LA LIBERTAD,130000,PE-LAL,2021-02-01,40255,2643,NA,201364,161109,6397,33455,403,NA,ZONA NORTE,2016771,25495,Trujillo,74,-8.1,-79.0306
Peru,PER,LAMBAYEQUE,LAMBAYEQUE,140000,PE-LAM,2021-02-01,35666,2045,NA,166955,131289,6021,29404,241,NA,ZONA NORTE,1310785,14462,Chiclayo,28,-6.7669,-79.8506
Peru,PER,LIMA,LIMA METROPOLITANA,150000,PE-LIM,2021-02-01,476746,16383,NA,2880304,2403558,190460,275414,10872,NA,ZONA CENTRO,10628470,34824,Lima,162,-12.0453,-77.0308
Peru,PER,LIMA,LIMA REGION,150000,PE-LIM,2021-02-01,35791,1675,NA,186937,151146,8200,26829,762,NA,ZONA CENTRO,10628470,34824,Lima,162,-12.0453,-77.0308
Peru,PER,LORETO,LORETO,160000,PE-LOR,2021-02-01,27409,1059,NA,79832,52423,3624,23512,273,NA,ZONA NORTE,1027559,368799,Iquitos,107,-3.7481,-73.2442
Peru,PER,MADRE DE DIOS,MADRE DE DIOS,170000,PE-MDD,2021-02-01,9772,167,NA,48057,38285,943,8821,8,NA,ZONA SUR,173811,85301,Puerto Maldonado,204,-12.5936,-69.1767
Peru,PER,MOQUEGUA,MOQUEGUA,180000,PE-MOQ,2021-02-01,17972,412,NA,130181,112209,1205,16462,305,NA,ZONA SUR,192740,15734,Moquegua,1428,-17.1942,-70.9333
Peru,PER,PASCO,PASCO,190000,PE-PAS,2021-02-01,7926,185,NA,60377,52451,571,7091,264,NA,ZONA CENTRO,271904,25026,Cerro de Pasco,4373,-10.6825,-76.2569
Peru,PER,PIURA,PIURA,200000,PE-PIU,2021-02-01,46415,2314,NA,190517,144102,3217,42103,1095,NA,ZONA NORTE,2047954,35656,Piura,57,-5.1525,-80.6578
Peru,PER,PUNO,PUNO,210000,PE-PUN,2021-02-01,21077,476,NA,116419,95342,2159,18746,172,NA,ZONA SUR,1237997,66994,Puno,3848,-15.8403,-70.0281
Peru,PER,SAN MARTIN,SAN MARTIN,220000,PE-SAM,2021-02-01,27652,831,NA,114505,86853,4338,23226,88,NA,ZONA NORTE,899648,51306,Moyobamba,895,-6.0347,-76.9742
Peru,PER,TACNA,TACNA,230000,PE-TAC,2021-02-01,16981,393,NA,106391,89410,2613,13974,394,NA,ZONA SUR,370974,16076,Tacna,583,-18.0019,-70.2519
Peru,PER,TUMBES,TUMBES,240000,PE-TUM,2021-02-01,10422,381,NA,53046,42624,1569,8676,177,NA,ZONA NORTE,251521,4669,Tumbes,9,-3.5711,-80.4592
Peru,PER,UCAYALI,UCAYALI,250000,PE-UCA,2021-02-01,21512,431,NA,73788,52276,1307,20056,149,NA,ZONA CENTRO,589110,102199,Pucallpa,162,-8.3681,-74.5433
Peru,PER,NA,NA,NA,NA,2021-02-01,1142716,41181,1057145,6354240,5211524,303993,813570,25153,NA,NA,32625948,NA,NA,NA,NA,NA
Peru,PER,AMAZONAS,AMAZONAS,010000,NA,2021-02-02,19770,286,NA,88986,69216,2389,17159,222,NA,ZONA NORTE,426806,39249,Chachapoyas,2338,-6.2294,-77.8728
Peru,PER,ANCASH,ANCASH,020000,PE-ANC,2021-02-02,37414,1700,NA,195423,158009,9057,25294,3063,NA,ZONA CENTRO,1180638,35881,Huaraz,3073,-9.5297,-77.5292
Peru,PER,APURIMAC,APURIMAC,030000,NA,2021-02-02,9741,211,NA,97963,88222,2975,6494,272,NA,ZONA SUR,430736,20896,Abancay,2500,-13.6289,-72.8861
Peru,PER,AREQUIPA,AREQUIPA,040000,PE-ARE,2021-02-02,54163,1787,NA,374792,320629,10402,42878,883,NA,ZONA SUR,1497438,63344,Arequipa,2429,-16.3933,-71.5289
Peru,PER,AYACUCHO,AYACUCHO,050000,PE-AYA,2021-02-02,17065,425,NA,89653,72588,3439,13115,511,NA,ZONA SUR,668213,43803,Ayacucho,2797,-13.1603,-74.2253
Peru,PER,CAJAMARCA,CAJAMARCA,060000,PE-CAJ,2021-02-02,28857,683,NA,163537,134680,5645,22951,261,NA,ZONA NORTE,1453711,33304,Cajamarca,2731,-7.1547,-78.5108
Peru,PER,CALLAO,CALLAO,070000,PE-CAL,2021-02-02,49170,2161,NA,208821,159651,14577,33505,1088,NA,ZONA CENTRO,1129854,146,Callao,27,-12.0631,-77.1469
Peru,PER,CUSCO,CUSCO,080000,PE-CUS,2021-02-02,29228,622,NA,184215,154987,8432,20108,688,NA,ZONA SUR,1357075,71987,Cusco,3439,-13.5192,-71.9767
Peru,PER,HUANCAVELICA,HUANCAVELICA,090000,PE-HUV,2021-02-02,8567,182,NA,65507,56940,1340,7044,183,NA,ZONA SUR,365317,22125,Huancavelica,3746,-12.7869,-74.9714
Peru,PER,HUANUCO,HUANUCO,100000,PE-HUC,2021-02-02,23472,639,NA,119185,95713,3107,19400,965,NA,ZONA CENTRO,760267,37263,Huánuco,1921,-9.93,-76.2397
Peru,PER,ICA,ICA,110000,PE-ICA,2021-02-02,36227,1962,NA,164742,128515,5420,29193,1614,NA,ZONA SUR,975182,21306,Ica,432,-14.0636,-75.7292
Peru,PER,JUNIN,JUNIN,120000,NA,2021-02-02,35539,1187,NA,203665,168126,5500,29193,846,NA,ZONA CENTRO,1361467,44329,Huancayo,3294,-12.0708,-75.2089
Peru,PER,LA LIBERTAD,LA LIBERTAD,130000,PE-LAL,2021-02-02,40389,2647,NA,202236,161847,6424,33508,457,NA,ZONA NORTE,2016771,25495,Trujillo,74,-8.1,-79.0306
Peru,PER,LAMBAYEQUE,LAMBAYEQUE,140000,PE-LAM,2021-02-02,35702,2049,NA,167271,131569,6035,29421,246,NA,ZONA NORTE,1310785,14462,Chiclayo,28,-6.7669,-79.8506
Peru,PER,LIMA,LIMA METROPOLITANA,150000,PE-LIM,2021-02-02,480438,16457,NA,2902062,2421624,192810,275789,11839,NA,ZONA CENTRO,10628470,34824,Lima,162,-12.0453,-77.0308
Peru,PER,LIMA,LIMA REGION,150000,PE-LIM,2021-02-02,35998,1678,NA,188349,152351,8272,26857,869,NA,ZONA CENTRO,10628470,34824,Lima,162,-12.0453,-77.0308
Peru,PER,LORETO,LORETO,160000,PE-LOR,2021-02-02,27551,1059,NA,80372,52821,3675,23536,340,NA,ZONA NORTE,1027559,368799,Iquitos,107,-3.7481,-73.2442
Peru,PER,MADRE DE DIOS,MADRE DE DIOS,170000,PE-MDD,2021-02-02,9777,167,NA,48425,38648,944,8825,8,NA,ZONA SUR,173811,85301,Puerto Maldonado,204,-12.5936,-69.1767
Peru,PER,MOQUEGUA,MOQUEGUA,180000,PE-MOQ,2021-02-02,18107,416,NA,131405,113298,1281,16516,310,NA,ZONA SUR,192740,15734,Moquegua,1428,-17.1942,-70.9333
Peru,PER,PASCO,PASCO,190000,PE-PAS,2021-02-02,7990,186,NA,60759,52769,577,7130,283,NA,ZONA CENTRO,271904,25026,Cerro de Pasco,4373,-10.6825,-76.2569
Peru,PER,PIURA,PIURA,200000,PE-PIU,2021-02-02,46589,2316,NA,191392,144803,3318,42138,1133,NA,ZONA NORTE,2047954,35656,Piura,57,-5.1525,-80.6578
Peru,PER,PUNO,PUNO,210000,PE-PUN,2021-02-02,21123,477,NA,116829,95706,2159,18785,179,NA,ZONA SUR,1237997,66994,Puno,3848,-15.8403,-70.0281
Peru,PER,SAN MARTIN,SAN MARTIN,220000,PE-SAM,2021-02-02,27739,833,NA,115052,87313,4393,23252,94,NA,ZONA NORTE,899648,51306,Moyobamba,895,-6.0347,-76.9742
Peru,PER,TACNA,TACNA,230000,PE-TAC,2021-02-02,17115,407,NA,106961,89846,2645,14042,428,NA,ZONA SUR,370974,16076,Tacna,583,-18.0019,-70.2519
Peru,PER,TUMBES,TUMBES,240000,PE-TUM,2021-02-02,10468,383,NA,53263,42795,1605,8681,182,NA,ZONA NORTE,251521,4669,Tumbes,9,-3.5711,-80.4592
Peru,PER,UCAYALI,UCAYALI,250000,PE-UCA,2021-02-02,21565,434,NA,74154,52589,1310,20103,152,NA,ZONA CENTRO,589110,102199,Pucallpa,162,-8.3681,-74.5433
Peru,PER,NA,NA,NA,NA,2021-02-02,1149764,41354,1062850,6395019,5245255,307731,814917,27116,NA,NA,32625948,NA,NA,NA,NA,NA
Peru,PER,AMAZONAS,AMAZONAS,010000,NA,2021-02-03,19869,289,NA,89196,69327,2434,17184,251,NA,ZONA NORTE,426806,39249,Chachapoyas,2338,-6.2294,-77.8728
Peru,PER,ANCASH,ANCASH,020000,PE-ANC,2021-02-03,37724,1711,NA,196812,159088,9157,25327,3240,NA,ZONA CENTRO,1180638,35881,Huaraz,3073,-9.5297,-77.5292
Peru,PER,APURIMAC,APURIMAC,030000,NA,2021-02-03,9832,213,NA,98507,88675,3007,6522,303,NA,ZONA SUR,430736,20896,Abancay,2500,-13.6289,-72.8861
Peru,PER,AREQUIPA,AREQUIPA,040000,PE-ARE,2021-02-03,54563,1796,NA,377777,323214,10618,42957,988,NA,ZONA SUR,1497438,63344,Arequipa,2429,-16.3933,-71.5289
Peru,PER,AYACUCHO,AYACUCHO,050000,PE-AYA,2021-02-03,17157,428,NA,90049,72892,3472,13150,535,NA,ZONA SUR,668213,43803,Ayacucho,2797,-13.1603,-74.2253
Peru,PER,CAJAMARCA,CAJAMARCA,060000,PE-CAJ,2021-02-03,29010,693,NA,164428,135418,5712,23007,291,NA,ZONA NORTE,1453711,33304,Cajamarca,2731,-7.1547,-78.5108
Peru,PER,CALLAO,CALLAO,070000,PE-CAL,2021-02-03,49585,2170,NA,210492,160907,14795,33542,1248,NA,ZONA CENTRO,1129854,146,Callao,27,-12.0631,-77.1469
Peru,PER,CUSCO,CUSCO,080000,PE-CUS,2021-02-03,29552,624,NA,186027,156475,8610,20165,777,NA,ZONA SUR,1357075,71987,Cusco,3439,-13.5192,-71.9767
